id,telephone,email,devices,location,Android,Desktop,Iphone,city,name,country,first_name,last_name
0529,305-708-6970,lawrence.simon@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Lawrence,Simon
0530,237-295-4490,isobelle.davidson@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Isobelle,Davidson
0531,250-705-1154,jake.salazar@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jake,Salazar
0532,785-936-5286,lawson.levine@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lawson,Levine
0533,993-541-7464,joshua.holt@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Joshua,Holt
0534,391-963-8942,ada.walsh@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ada,Walsh
0535,451-215-7038,carolyn.pittman@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Carolyn,Pittman
0536,200-722-3778,orla.monroe@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Orla Monroe,Canada,Orla,Monroe
0537,763-469-4049,bronwyn.hanna@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Bronwyn Hanna,Canada,Bronwyn,Hanna
0538,109-614-1639,tristan.valdez@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Tristan,Valdez
0539,429-930-9178,ruth.stone@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,1.0,Montreal,Ruth Stone,Canada,Ruth,Stone
0540,159-573-6793,savannah.boone@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Savannah,Boone
0541,264-321-9679,elysia.schaefer@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Elysia Schaefer,Canada,Elysia,Schaefer
0542,303-406-9507,moses.o'gallagher@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Moses,O'Gallagher
0543,173-138-2227,esme.krueger@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Esme Krueger,Canada,Esme,Krueger
0544,673-424-3380,millie.yates@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Millie,Yates
0545,142-486-2939,valentina.cross@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Valentina,Cross
0546,109-247-6898,lenny.patrick@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lenny,Patrick
0547,901-570-7400,ty.serrano@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ty,Serrano
0548,416-889-9840,katherine.whitehead@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Katherine,Whitehead
0549,574-779-9113,danny.tate@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Danny,Tate
0550,886-278-8764,prince.sharp@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Prince Sharp,Canada,Prince,Sharp
0551,729-134-2962,donovan.evans@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,0.0,1.0,Montreal,Donovan Evans,Canada,Donovan,Evans
0552,753-936-1634,daniel.reid@example.com,,,1.0,0.0,0.0,Paris,Daniel Reid,Unknown,Daniel,Reid
0553,443-159-6306,rajan.fletcher@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Rajan,Fletcher
0554,582-574-4299,tyrell.holman@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Tyrell,Holman
0555,960-107-6796,ammar.floyd@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Ammar,Floyd
0556,561-761-7547,zayn.webb@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Zayn,Webb
0557,718-283-9417,wilbur.valentine@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Wilbur,Valentine
0558,480-906-3761,clementine.sloan@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Clementine,Sloan
0559,941-963-8256,cecilia.edwards@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Cecilia Edwards,United Kingdom,Cecilia,Edwards
0560,924-132-3783,aled.harris@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Aled,Harris
0561,204-288-1980,miya.warner@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Miya,Warner
0562,642-203-8931,marjorie.morrison@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Marjorie,Morrison
0563,648-955-3738,safaa.sharpe@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Safaa,Sharpe
0564,634-813-9351,craig.mcknight@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Craig,Mcknight
0565,190-538-3053,alice.huber@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Alice,Huber
0566,732-513-2567,cruz.neal@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Cruz,Neal
0567,475-826-7209,macy.king@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,0.0,Montreal,Macy King,Canada,Macy,King
0568,344-278-2013,zaki.mcpherson@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zaki,Mcpherson
0569,125-993-7660,magnus.mcneil@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Magnus,Mcneil
0570,790-948-7013,vinnie.schwartz@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Vinnie,Schwartz
0571,254-156-9308,keelan.thompson@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Keelan,Thompson
0572,330-649-8079,davina.o'doherty@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Davina,O'Doherty
0573,999-222-5375,arron.herman@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Arron,Herman
0574,185-617-6120,kevin.sherman@example.com,,,0.0,0.0,1.0,Barcelona,Kevin Sherman,Unknown,Kevin,Sherman
0575,823-261-2968,casper.padilla@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Casper,Padilla
0576,967-585-7262,david.mcconnell@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,David,Mcconnell
0577,416-776-3422,yasin.rogers@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Yasin,Rogers
0578,713-176-8275,demi.callahan@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Demi Callahan,Canada,Demi,Callahan
0579,412-479-8766,sufyaan.castillo@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Sufyaan Castillo,Canada,Sufyaan,Castillo
0580,476-401-9860,aayan.donovan@example.com,,,1.0,1.0,0.0,Paris,Aayan Donovan,Unknown,Aayan,Donovan
0581,622-660-1036,kamal.gates@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Kamal,Gates
0582,945-940-4995,yusra.norman@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Yusra,Norman
0583,537-447-5075,bryony.stevens@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Bryony,Stevens
0584,705-890-7715,darcy.jenkins@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Darcy,Jenkins
0585,125-583-6823,sufyan.guzman@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Sufyan Guzman,Canada,Sufyan,Guzman
0586,306-893-4689,casey.finley@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Casey Finley,United Kingdom,Casey,Finley
0587,737-828-4041,alina.odom@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Alina,Odom
0588,377-263-6278,miranda.cain@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Miranda,Cain
0589,524-749-7401,omari.gibbs@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Omari,Gibbs
0590,172-773-1455,susannah.kane@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Susannah,Kane
0591,853-224-1381,annalise.stephens@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Annalise Stephens,Canada,Annalise,Stephens
0592,298-276-5058,jamil.shepherd@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Jamil Shepherd,Canada,Jamil,Shepherd
0593,629-875-4423,danyal.lang@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Danyal Lang,Canada,Danyal,Lang
0594,117-863-9669,barry.reilly@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Barry Reilly,Canada,Barry,Reilly
0595,945-301-2904,archie.gregory@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Archie,Gregory
0596,600-542-2254,hajra.baxter@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Hajra,Baxter
0597,648-268-9331,earl.fowler@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Earl,Fowler
0598,302-368-5572,monica.bruce@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Monica,Bruce
0599,641-317-3741,astrid.delgado@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Astrid Delgado,United Kingdom,Astrid,Delgado
0600,279-704-9018,bill.jacobs@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bill,Jacobs
0601,473-123-1959,rio.pennington@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Rio,Pennington
0602,116-866-3838,jazmin.lopez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jazmin,Lopez
0603,308-774-7278,bilal.shaffer@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Bilal,Shaffer
0604,821-536-1739,elisha.cobb@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Elisha,Cobb
0605,916-866-7237,earl.hobbs@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Earl,Hobbs
0606,129-506-2067,bertha.walsh@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Bertha Walsh,United Kingdom,Bertha,Walsh
0607,631-796-8801,bibi.roberts@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Bibi,Roberts
0608,331-128-4346,rishi.barron@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Rishi Barron,Canada,Rishi,Barron
0609,857-418-9149,taylor.leon@example.com,,,1.0,0.0,0.0,Paris,Taylor Leon,Unknown,Taylor,Leon
0610,607-258-2059,keira.herman@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Keira,Herman
0611,921-179-3270,omari.richmond@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Omari,Richmond
0612,244-470-8381,rabia.parsons@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,0.0,Montreal,Rabia Parsons,Canada,Rabia,Parsons
0613,742-168-6071,larissa.perez@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Larissa Perez,United Kingdom,Larissa,Perez
0614,603-299-3596,ibrahim.robertson@example.com,,,1.0,1.0,1.0,Barcelona,Ibrahim Robertson,Unknown,Ibrahim,Robertson
0615,878-870-9506,katelyn.collins@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Katelyn,Collins
0616,990-444-7435,jerry.whitney@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jerry,Whitney
0617,797-203-1866,beau.duran@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Beau,Duran
0618,194-769-6265,janet.hughes@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Janet,Hughes
0619,547-111-1151,ria.ponce@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Ria,Ponce
0620,276-319-4768,neo.lara@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Neo Lara,Canada,Neo,Lara
0621,219-142-7516,kiana.carter@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Kiana,Carter
0622,604-771-4056,alexa.baird@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Alexa,Baird
0623,328-873-2183,ronald.estes@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Ronald,Estes
0624,520-550-1148,nia.adams@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Nia,Adams
0625,219-449-5089,diane.kelly@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,0.0,1.0,Montreal,Diane Kelly,Canada,Diane,Kelly
0626,791-853-6464,phoenix.chapman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Phoenix,Chapman
0627,152-557-5017,everly.key@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Everly,Key
0628,301-686-1705,nancy.stuart@example.com,,,0.0,0.0,1.0,Paris,Nancy Stuart,Unknown,Nancy,Stuart
0629,714-485-2518,mae.castro@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Mae,Castro
0630,646-622-1082,harold.sharpe@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Harold,Sharpe
0631,933-501-9509,brooklyn.fowler@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Brooklyn,Fowler
0632,266-343-6530,enya.chen@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Enya,Chen
0633,510-167-1940,luisa.fisher@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Luisa,Fisher
0634,565-243-9336,elodie.flores@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Elodie,Flores
0635,839-203-3903,hazel.yoder@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Hazel Yoder,United Kingdom,Hazel,Yoder
0636,884-628-1984,amber.gonzalez@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,0.0,London,Amber Gonzalez,United Kingdom,Amber,Gonzalez
0637,499-242-5191,juliet.buck@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Juliet,Buck
0638,397-515-6866,jamie.berg@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jamie,Berg
0639,145-501-4975,stella.wilkinson@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Stella,Wilkinson
0640,277-573-9871,nadia.wyatt@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Nadia,Wyatt
0641,108-917-7237,kacie.morse@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Kacie Morse,Canada,Kacie,Morse
0642,988-932-7592,seth.walter@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Seth Walter,United Kingdom,Seth,Walter
0643,564-133-8260,lauren.ashley@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Lauren Ashley,United Kingdom,Lauren,Ashley
0644,632-902-2453,wilfred.michael@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Wilfred,Michael
0645,970-902-7934,gary.richards@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Gary Richards,Canada,Gary,Richards
0646,259-940-6592,brittney.ruiz@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Brittney,Ruiz
0647,499-701-5813,jaxson.moss@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jaxson,Moss
0648,855-484-1981,luna.levy@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Luna,Levy
0649,597-835-8978,zaynah.wong@example.com,,,1.0,0.0,1.0,Paris,Zaynah Wong,Unknown,Zaynah,Wong
0650,722-120-7628,cormac.greer@example.com,,,0.0,1.0,1.0,Paris,Cormac Greer,Unknown,Cormac,Greer
0651,424-799-2220,jamil.maldonado@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Jamil,Maldonado
0652,732-904-7872,dillon.johnston@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Dillon,Johnston
0653,551-867-4367,lilli.bowman@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Lilli,Bowman
0654,582-489-4208,dexter.hartley@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Dexter,Hartley
0655,487-669-8884,hari.everett@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Hari,Everett
0656,233-661-3978,tomos.velez@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Tomos,Velez
0657,401-411-2184,abu.delacruz@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Abu,Delacruz
0658,738-680-1717,syeda.calhoun@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Syeda,Calhoun
0659,902-175-4864,oliwier.gill@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Oliwier,Gill
0660,893-890-8415,zayn.kaufman@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Zayn,Kaufman
0661,516-811-2158,vera.walker@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Vera Walker,United Kingdom,Vera,Walker
0662,330-176-2600,anthony.mccullough@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Anthony,Mccullough
0663,223-620-9032,rowan.acevedo@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Rowan,Acevedo
0664,543-537-6044,zara.oconnell@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Zara Oconnell,Canada,Zara,Oconnell
0665,470-574-7167,lucia.cisneros@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lucia,Cisneros
0666,733-325-2658,julius.donnelly@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Julius,Donnelly
0667,553-407-1049,theresa.bentley@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Theresa,Bentley
0668,550-710-1849,joshua.bonner@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Joshua,Bonner
0669,653-601-4374,abdirahman.marsh@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Abdirahman Marsh,Canada,Abdirahman,Marsh
0670,914-260-3945,jacob.patton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Jacob,Patton
0671,480-560-1876,alexander.terry@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Alexander,Terry
0672,417-611-9319,kane.huff@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Kane,Huff
0673,564-357-3504,sapphire.hatfield@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Sapphire,Hatfield
0674,829-570-7880,mahir.cooper@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Mahir,Cooper
0675,439-227-1780,tom.tapia@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Tom,Tapia
0676,143-701-8741,oliwia.harvey@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Oliwia,Harvey
0677,767-726-4455,kelvin.hendricks@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Kelvin,Hendricks
0678,866-179-9539,mustafa.mason@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Mustafa,Mason
0679,138-968-6467,gabriela.norton@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Gabriela,Norton
0680,807-517-9078,esha.zuniga@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Esha,Zuniga
0681,321-512-2703,lucas.burke@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Lucas Burke,Canada,Lucas,Burke
0682,766-901-1157,laura.valdez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Laura,Valdez
0683,946-883-2145,irene.kim@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Irene,Kim
0684,491-961-7709,raheem.ellis@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Raheem,Ellis
0685,518-968-9659,lisa.mcclain@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Lisa,Mcclain
0686,883-481-7339,mohamed.miller@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Mohamed,Miller
0687,647-211-7337,thea.suarez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Thea Suarez,Canada,Thea,Suarez
0688,372-753-5586,leighton.crane@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Leighton,Crane
0689,579-756-1305,kayla.jones@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Kayla Jones,United Kingdom,Kayla,Jones
0690,557-354-5286,jessie.noble@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jessie,Noble
0691,213-171-7560,brett.landry@example.com,,,0.0,0.0,1.0,Barcelona,Brett Landry,Unknown,Brett,Landry
0692,326-267-7811,azaan.barker@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Azaan,Barker
0693,626-458-8110,jayden.dunlap@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Jayden,Dunlap
0694,216-184-3684,richard.pope@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Richard,Pope
0695,790-969-1579,xander.levine@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Xander Levine,Canada,Xander,Levine
0696,609-304-3412,anais.pineda@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Anais,Pineda
0697,738-911-3567,donald.horne@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Donald,Horne
0698,693-790-8692,arjun.dejesus@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Arjun,Dejesus
0699,495-419-4637,jonathan.klein@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jonathan,Klein
0700,222-241-4261,dante.burgess@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Dante,Burgess
0701,953-386-1321,tamsin.stein@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Tamsin,Stein
0702,173-881-1582,brayden.patrick@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Brayden,Patrick
0703,245-455-9119,wade.hancock@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Wade Hancock,United Kingdom,Wade,Hancock
0704,936-615-3052,nicholas.thomson@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Nicholas Thomson,Canada,Nicholas,Thomson
